name,description,type,sport,city,country,state,website,facebook,twitter,cover,picture
BigO ,St. Olaf College XC / T&F.,racing_team,running,Northfield,United States,Minnesota,"",,,clubs/286719_cover.jpg,clubs/286719_picture.jpg
